timestamp,temperature,vibration,pressure,voltage,current,fault
2026-08-13 06:54:46.383986,42.63,0.232,100.71,11.86,1.78,Normal
2026-08-13 06:54:47.383986,43.17,0.187,101.64,12.05,1.69,Normal
2026-08-13 06:54:48.383986,44.02,0.232,101.8,12.31,1.94,Normal
2026-08-13 06:54:49.383986,47.29,0.158,102.06,11.99,1.73,Normal
2026-08-13 06:54:50.383986,45.34,0.228,101.8,11.87,1.89,Normal
2026-08-13 06:54:51.383986,43.72,0.207,101.0,11.97,1.89,Normal
2026-08-13 06:54:52.383986,42.92,0.258,99.48,11.91,1.84,Normal
2026-08-13 06:54:53.383986,46.17,0.197,101.24,12.06,1.77,Normal
2026-08-13 06:54:54.383986,47.79,0.225,102.17,11.86,1.79,Normal
2026-08-13 06:54:55.383986,44.4,0.17,101.66,11.92,1.88,Normal
2026-08-13 06:54:56.383986,42.86,0.252,100.4,12.03,1.9,Normal
2026-08-13 06:54:57.383986,43.86,0.226,100.07,12.22,1.8,Normal
2026-08-13 06:54:58.383986,43.81,0.191,102.11,11.91,1.71,Normal
2026-08-13 06:54:59.383986,44.56,0.165,103.12,11.92,1.9,Normal
2026-08-13 06:55:00.383986,45.42,0.17,101.29,12.12,1.78,Normal
2026-08-13 06:55:01.383986,47.39,0.231,102.22,11.93,1.67,Normal
2026-08-13 06:55:02.383986,43.77,0.206,101.85,11.67,1.8,Normal
2026-08-13 06:55:03.383986,45.32,0.192,102.59,12.06,1.96,Normal
2026-08-13 06:55:04.383986,44.57,0.228,102.94,12.2,1.67,Normal
2026-08-13 06:55:05.383986,44.49,0.19,101.79,12.1,1.7,Normal
2026-08-13 06:55:06.383986,45.14,0.139,102.74,11.92,1.81,Normal
2026-08-13 06:55:07.383986,44.38,0.234,98.46,12.0,1.79,Normal
2026-08-13 06:55:08.383986,44.09,0.252,100.41,12.12,1.84,Normal
2026-08-13 06:55:09.383986,47.52,0.18,100.57,12.16,1.85,Normal
2026-08-13 06:55:10.383986,41.91,0.184,101.69,12.13,1.72,Normal
2026-08-13 06:55:11.383986,39.17,0.216,100.08,11.7,1.46,Normal
2026-08-13 06:55:12.383986,46.63,0.204,101.07,12.21,1.88,Normal
2026-08-13 06:55:13.383986,48.23,0.158,101.27,11.76,1.77,Normal
2026-08-13 06:55:14.383986,44.5,0.219,101.35,12.09,1.88,Normal
2026-08-13 06:55:15.383986,49.31,0.191,100.36,12.04,1.7,Normal
2026-08-13 06:55:16.383986,47.96,0.192,100.73,11.93,1.89,Normal
2026-08-13 06:55:17.383986,44.68,0.181,102.97,11.87,1.8,Normal
2026-08-13 06:55:18.383986,46.3,0.151,101.78,11.84,1.9,Normal
2026-08-13 06:55:19.383986,43.07,0.221,102.41,12.13,1.83,Normal
2026-08-13 06:55:20.383986,44.54,0.183,102.77,11.9,1.68,Normal
2026-08-13 06:55:21.383986,46.33,0.176,100.35,11.78,1.74,Normal
2026-08-13 06:55:22.383986,44.83,0.207,102.25,12.08,1.78,Normal
2026-08-13 06:55:23.383986,44.6,0.215,102.57,12.02,1.74,Normal
2026-08-13 06:55:24.383986,43.01,0.157,101.97,12.09,1.87,Normal
2026-08-13 06:55:25.383986,44.74,0.242,100.82,12.14,1.8,Normal
2026-08-13 06:55:26.383986,43.78,0.218,101.71,12.05,1.81,Normal
2026-08-13 06:55:27.383986,44.92,0.272,102.48,12.11,1.81,Normal
2026-08-13 06:55:28.383986,47.01,0.216,101.33,11.95,1.79,Normal
2026-08-13 06:55:29.383986,38.66,0.206,100.81,12.24,1.8,Normal
2026-08-13 06:55:30.383986,42.62,0.199,100.25,12.07,1.83,Normal
2026-08-13 06:55:31.383986,46.92,0.176,101.33,11.8,1.88,Normal
2026-08-13 06:55:32.383986,46.04,0.215,101.3,12.06,1.99,Normal
2026-08-13 06:55:33.383986,44.43,0.204,100.21,11.87,1.81,Normal
2026-08-13 06:55:34.383986,47.21,0.192,101.06,11.94,1.74,Normal
2026-08-13 06:55:35.383986,45.59,0.155,102.58,11.9,1.89,Normal
2026-08-13 06:55:36.383986,42.46,0.22,101.97,12.06,1.68,Normal
2026-08-13 06:55:37.383986,45.5,0.165,101.05,12.15,1.9,Normal
2026-08-13 06:55:38.383986,45.03,0.171,101.95,12.0,1.52,Normal
2026-08-13 06:55:39.383986,46.57,0.199,102.5,11.84,1.42,Normal
2026-08-13 06:55:40.383986,45.56,0.209,99.61,11.85,2.13,Normal
2026-08-13 06:55:41.383986,44.39,0.222,100.65,11.69,1.78,Normal
2026-08-13 06:55:42.383986,44.47,0.188,101.19,12.04,1.78,Normal
2026-08-13 06:55:43.383986,42.47,0.215,99.35,11.69,1.89,Normal
2026-08-13 06:55:44.383986,46.01,0.198,99.9,11.89,1.77,Normal
2026-08-13 06:55:45.383986,41.81,0.178,101.95,12.21,1.75,Normal
2026-08-13 06:55:46.383986,46.51,0.143,101.96,11.88,1.84,Normal
2026-08-13 06:55:47.383986,44.5,0.24,100.43,12.09,1.77,Normal
2026-08-13 06:55:48.383986,44.68,0.194,100.45,12.0,1.79,Normal
2026-08-13 06:55:49.383986,45.48,0.203,102.1,12.14,1.67,Normal
2026-08-13 06:55:50.383986,46.74,0.164,101.89,12.09,1.57,Normal
2026-08-13 06:55:51.383986,45.19,0.186,100.54,12.2,1.72,Normal
2026-08-13 06:55:52.383986,43.39,0.202,101.99,11.98,1.94,Normal
2026-08-13 06:55:53.383986,46.06,0.135,100.77,11.92,1.86,Normal
2026-08-13 06:55:54.383986,39.75,0.276,101.83,12.02,1.94,Normal
2026-08-13 06:55:55.383986,49.69,0.226,102.25,12.02,1.78,Normal
2026-08-13 06:55:56.383986,44.05,0.175,100.61,11.8,1.79,Normal
2026-08-13 06:55:57.383986,41.63,0.206,101.26,12.02,1.74,Normal
2026-08-13 06:55:58.383986,51.15,0.241,100.06,12.03,1.73,Normal
2026-08-13 06:55:59.383986,42.97,0.16,101.73,11.9,1.92,Normal
2026-08-13 06:56:00.383986,46.99,0.241,100.45,12.07,1.88,Normal
2026-08-13 06:56:01.383986,44.05,0.177,102.91,12.03,1.88,Normal
2026-08-13 06:56:02.383986,43.36,0.163,100.73,11.98,1.67,Normal
2026-08-13 06:56:03.383986,44.98,0.149,100.18,12.1,1.87,Normal
2026-08-13 06:56:04.383986,44.22,0.169,100.27,11.94,1.88,Normal
2026-08-13 06:56:05.383986,46.86,0.185,100.15,12.04,1.7,Normal
2026-08-13 06:56:06.383986,43.96,0.24,102.13,12.02,1.65,Normal
2026-08-13 06:56:07.383986,45.42,0.232,100.92,12.2,1.96,Normal
2026-08-13 06:56:08.383986,48.33,0.209,101.89,12.21,1.85,Normal
2026-08-13 06:56:09.383986,44.0,0.187,101.54,11.81,1.78,Normal
2026-08-13 06:56:10.383986,47.19,0.134,102.83,12.17,1.74,Normal
2026-08-13 06:56:11.383986,46.09,0.2,102.53,12.15,1.63,Normal
2026-08-13 06:56:12.383986,46.17,0.194,101.38,11.89,2.01,Normal
2026-08-13 06:56:13.383986,47.08,0.178,99.97,11.94,1.85,Normal
2026-08-13 06:56:14.383986,45.48,0.238,102.09,12.15,1.84,Normal
2026-08-13 06:56:15.383986,42.22,0.194,102.36,11.99,1.86,Normal
2026-08-13 06:56:16.383986,44.36,0.169,101.18,12.05,1.72,Normal
2026-08-13 06:56:17.383986,44.53,0.172,102.42,11.96,1.97,Normal
2026-08-13 06:56:18.383986,48.06,0.198,100.29,11.69,1.62,Normal
2026-08-13 06:56:19.383986,42.25,0.241,101.42,12.06,1.53,Normal
2026-08-13 06:56:20.383986,42.6,0.227,101.59,11.98,1.87,Normal
2026-08-13 06:56:21.383986,48.27,0.193,101.37,12.03,2.09,Normal
2026-08-13 06:56:22.383986,40.8,0.22,101.19,12.09,1.72,Normal
2026-08-13 06:56:23.383986,44.9,0.221,104.41,12.12,1.7,Normal
2026-08-13 06:56:24.383986,44.15,0.182,99.5,11.95,1.89,Overheating
2026-08-13 06:56:25.383986,42.49,0.242,101.79,11.89,1.78,Overheating
2026-08-13 06:56:26.383986,48.27,0.229,101.31,11.96,1.81,Overheating
2026-08-13 06:56:27.383986,44.08,0.116,103.34,12.02,1.85,Overheating
2026-08-13 06:56:28.383986,45.02,0.171,101.11,11.76,2.08,Overheating
2026-08-13 06:56:29.383986,42.71,0.159,100.86,12.19,1.81,Overheating
2026-08-13 06:56:30.383986,42.74,0.25,102.03,12.08,1.89,Overheating
2026-08-13 06:56:31.383986,50.03,0.287,100.61,12.24,1.85,Overheating
2026-08-13 06:56:32.383986,46.28,0.132,101.13,11.88,1.9,Overheating
2026-08-13 06:56:33.383986,47.46,0.117,101.28,12.17,1.78,Overheating
2026-08-13 06:56:34.383986,46.81,0.214,101.64,11.96,1.66,Overheating
2026-08-13 06:56:35.383986,43.14,0.228,101.32,11.98,1.76,Overheating
2026-08-13 06:56:36.383986,44.81,0.242,100.96,11.8,1.9,Overheating
2026-08-13 06:56:37.383986,45.05,0.201,102.91,12.0,1.84,Overheating
2026-08-13 06:56:38.383986,43.13,0.191,101.91,11.77,1.83,Overheating
2026-08-13 06:56:39.383986,45.73,0.202,102.34,12.05,1.99,Overheating
2026-08-13 06:56:40.383986,43.57,0.205,101.38,11.84,1.93,Overheating
2026-08-13 06:56:41.383986,50.24,0.199,101.81,12.01,1.73,Overheating
2026-08-13 06:56:42.383986,41.99,0.172,99.91,12.26,1.8,Overheating
2026-08-13 06:56:43.383986,44.97,0.236,100.18,11.88,1.82,Overheating
2026-08-13 06:56:44.383986,47.76,0.22,101.55,12.01,1.86,Overheating
2026-08-13 06:56:45.383986,46.14,0.159,101.35,11.84,1.82,Overheating
2026-08-13 06:56:46.383986,44.81,0.302,101.26,11.79,1.8,Overheating
2026-08-13 06:56:47.383986,46.84,0.267,100.71,11.76,1.91,Overheating
2026-08-13 06:56:48.383986,43.08,0.183,101.04,11.99,1.9,Overheating
2026-08-13 06:56:49.383986,44.51,0.189,101.29,12.02,1.83,Overheating
2026-08-13 06:56:50.383986,46.78,0.234,101.69,12.07,1.63,Overheating
2026-08-13 06:56:51.383986,46.05,0.219,102.03,11.9,1.74,Overheating
2026-08-13 06:56:52.383986,44.83,0.221,102.33,11.94,1.93,Overheating
2026-08-13 06:56:53.383986,46.26,0.195,101.09,12.11,1.86,Overheating
2026-08-13 06:56:54.383986,50.6,0.166,101.82,11.92,1.72,Overheating
2026-08-13 06:56:55.383986,46.06,0.205,104.22,11.97,1.69,Overheating
2026-08-13 06:56:56.383986,46.67,0.117,101.21,12.0,1.92,Overheating
2026-08-13 06:56:57.383986,48.1,0.18,101.15,11.89,1.69,Overheating
2026-08-13 06:56:58.383986,46.81,0.149,100.89,11.85,1.89,Overheating
2026-08-13 06:56:59.383986,49.83,0.148,99.45,11.98,1.83,Overheating
2026-08-13 06:57:00.383986,46.7,0.182,101.1,12.06,1.95,Overheating
2026-08-13 06:57:01.383986,42.38,0.185,101.51,11.86,2.03,Overheating
2026-08-13 06:57:02.383986,45.06,0.198,101.86,11.91,1.61,Overheating
2026-08-13 06:57:03.383986,45.51,0.241,100.96,11.87,1.94,Overheating
2026-08-13 06:57:04.383986,45.74,0.18,101.45,12.12,2.11,Overheating
2026-08-13 06:57:05.383986,48.09,0.246,100.79,11.85,1.84,Overheating
2026-08-13 06:57:06.383986,46.68,0.157,101.12,12.06,1.87,Overheating
2026-08-13 06:57:07.383986,47.51,0.212,100.79,11.92,1.69,Overheating
2026-08-13 06:57:08.383986,50.11,0.201,101.08,11.86,2.18,Overheating
2026-08-13 06:57:09.383986,44.43,0.183,101.72,12.09,1.95,Overheating
2026-08-13 06:57:10.383986,50.23,0.22,100.24,11.96,1.87,Overheating
2026-08-13 06:57:11.383986,50.78,0.144,102.5,12.03,1.93,Overheating
2026-08-13 06:57:12.383986,46.48,0.166,102.05,12.1,1.95,Overheating
2026-08-13 06:57:13.383986,46.69,0.176,99.74,12.12,1.89,Overheating
2026-08-13 06:57:14.383986,44.82,0.178,100.83,11.78,1.74,Overheating
2026-08-13 06:57:15.383986,44.52,0.184,100.56,11.76,2.08,Overheating
2026-08-13 06:57:16.383986,49.33,0.169,101.57,12.06,1.98,Overheating
2026-08-13 06:57:17.383986,45.22,0.244,100.75,11.8,1.92,Overheating
2026-08-13 06:57:18.383986,49.47,0.304,100.1,12.1,1.79,Overheating
2026-08-13 06:57:19.383986,48.49,0.141,100.04,11.88,1.85,Overheating
2026-08-13 06:57:20.383986,45.68,0.226,102.33,12.09,2.03,Overheating
2026-08-13 06:57:21.383986,47.83,0.151,102.66,11.91,1.95,Overheating
2026-08-13 06:57:22.383986,50.18,0.218,99.8,11.86,2.0,Overheating
2026-08-13 06:57:23.383986,46.73,0.203,102.06,12.1,1.87,Overheating
2026-08-13 06:57:24.383986,46.68,0.187,102.16,12.08,1.81,Overheating
2026-08-13 06:57:25.383986,49.3,0.195,100.45,11.89,1.73,Overheating
2026-08-13 06:57:26.383986,46.63,0.249,100.49,12.03,1.76,Overheating
2026-08-13 06:57:27.383986,46.68,0.14,101.08,11.97,1.91,Overheating
2026-08-13 06:57:28.383986,47.69,0.152,102.38,12.03,1.87,Overheating
2026-08-13 06:57:29.383986,47.26,0.179,101.52,12.07,1.64,Overheating
2026-08-13 06:57:30.383986,46.23,0.19,101.56,12.18,1.75,Overheating
2026-08-13 06:57:31.383986,46.35,0.179,100.5,11.95,1.94,Overheating
2026-08-13 06:57:32.383986,45.27,0.217,99.6,11.92,1.81,Overheating
2026-08-13 06:57:33.383986,50.76,0.189,99.1,11.7,1.85,Overheating
2026-08-13 06:57:34.383986,48.68,0.215,101.47,12.17,1.78,Overheating
2026-08-13 06:57:35.383986,49.27,0.135,100.4,11.73,1.82,Overheating
2026-08-13 06:57:36.383986,47.43,0.205,101.36,11.86,1.83,Overheating
2026-08-13 06:57:37.383986,44.56,0.255,101.0,11.93,2.04,Overheating
2026-08-13 06:57:38.383986,45.11,0.155,100.2,11.99,1.9,Overheating
2026-08-13 06:57:39.383986,49.1,0.303,99.05,12.09,1.79,Overheating
2026-08-13 06:57:40.383986,46.49,0.175,100.39,12.25,1.95,Overheating
2026-08-13 06:57:41.383986,47.74,0.254,99.79,11.8,1.59,Overheating
2026-08-13 06:57:42.383986,46.33,0.206,101.4,12.02,1.69,Overheating
2026-08-13 06:57:43.383986,49.37,0.21,102.03,11.72,1.89,Overheating
2026-08-13 06:57:44.383986,45.42,0.184,101.83,12.01,1.75,Overheating
2026-08-13 06:57:45.383986,47.85,0.139,102.45,11.97,1.99,Overheating
2026-08-13 06:57:46.383986,46.82,0.179,100.54,12.13,1.77,Overheating
2026-08-13 06:57:47.383986,49.19,0.185,99.32,11.91,1.72,Overheating
2026-08-13 06:57:48.383986,48.01,0.152,102.23,11.99,1.84,Overheating
2026-08-13 06:57:49.383986,49.29,0.239,101.28,11.88,1.65,Overheating
2026-08-13 06:57:50.383986,46.64,0.175,101.41,11.95,1.94,Overheating
2026-08-13 06:57:51.383986,46.82,0.198,102.48,12.05,1.85,Overheating
2026-08-13 06:57:52.383986,46.88,0.175,100.45,11.92,1.95,Overheating
2026-08-13 06:57:53.383986,47.67,0.146,103.07,12.05,1.69,Overheating
2026-08-13 06:57:54.383986,47.27,0.204,103.0,11.83,1.98,Overheating
2026-08-13 06:57:55.383986,50.98,0.175,101.02,11.84,1.84,Overheating
2026-08-13 06:57:56.383986,48.15,0.226,102.39,11.89,1.63,Overheating
2026-08-13 06:57:57.383986,48.21,0.212,101.55,11.95,1.88,Overheating
2026-08-13 06:57:58.383986,51.32,0.215,100.93,11.92,1.85,Overheating
2026-08-13 06:57:59.383986,51.6,0.193,101.28,11.93,2.0,Overheating
2026-08-13 06:58:00.383986,52.28,0.218,101.38,12.01,1.58,Overheating
2026-08-13 06:58:01.383986,49.89,0.205,101.73,11.89,1.82,Overheating
2026-08-13 06:58:02.383986,47.61,0.241,100.92,12.31,1.92,Overheating
2026-08-13 06:58:03.383986,45.91,0.195,100.65,11.67,2.06,Overheating
2026-08-13 06:58:04.383986,49.91,0.221,101.47,11.79,1.81,Overheating
2026-08-13 06:58:05.383986,50.22,0.158,98.77,11.97,1.85,Overheating
2026-08-13 06:58:06.383986,48.84,0.229,101.94,12.04,2.01,Overheating
2026-08-13 06:58:07.383986,45.57,0.22,101.93,11.81,1.69,Overheating
2026-08-13 06:58:08.383986,47.15,0.174,102.05,11.91,1.77,Overheating
2026-08-13 06:58:09.383986,47.45,0.245,101.31,11.97,1.86,Overheating
2026-08-13 06:58:10.383986,51.29,0.17,102.62,12.03,1.85,Overheating
2026-08-13 06:58:11.383986,53.75,0.158,100.95,11.82,1.99,Overheating
2026-08-13 06:58:12.383986,52.16,0.267,102.52,11.97,1.83,Overheating
2026-08-13 06:58:13.383986,45.47,0.281,101.77,11.93,2.04,Overheating
2026-08-13 06:58:14.383986,46.9,0.216,101.13,12.1,1.87,Overheating
2026-08-13 06:58:15.383986,45.98,0.203,102.35,12.0,1.97,Overheating
2026-08-13 06:58:16.383986,46.83,0.199,100.68,12.11,1.88,Overheating
2026-08-13 06:58:17.383986,50.34,0.244,101.99,12.04,1.76,Overheating
2026-08-13 06:58:18.383986,48.98,0.179,100.96,11.94,1.76,Overheating
2026-08-13 06:58:19.383986,45.11,0.173,101.49,11.8,1.88,Overheating
2026-08-13 06:58:20.383986,52.86,0.241,102.94,12.06,2.02,Overheating
2026-08-13 06:58:21.383986,47.65,0.174,98.56,12.18,2.07,Overheating
2026-08-13 06:58:22.383986,48.02,0.19,100.55,12.06,2.02,Overheating
2026-08-13 06:58:23.383986,45.68,0.216,101.02,12.02,1.94,Overheating
2026-08-13 06:58:24.383986,48.82,0.196,101.09,12.15,1.93,Overheating
2026-08-13 06:58:25.383986,49.68,0.149,100.92,12.13,1.89,Overheating
2026-08-13 06:58:26.383986,50.59,0.271,102.34,12.01,1.82,Overheating
2026-08-13 06:58:27.383986,44.2,0.193,100.97,12.06,1.87,Overheating
2026-08-13 06:58:28.383986,48.7,0.129,100.36,12.07,2.09,Overheating
2026-08-13 06:58:29.383986,49.18,0.213,102.25,11.88,1.93,Overheating
2026-08-13 06:58:30.383986,47.93,0.235,101.45,12.04,1.79,Overheating
2026-08-13 06:58:31.383986,50.86,0.283,100.29,11.95,1.92,Overheating
2026-08-13 06:58:32.383986,51.05,0.178,98.47,12.2,1.98,Overheating
2026-08-13 06:58:33.383986,46.03,0.176,102.87,12.22,2.0,Overheating
2026-08-13 06:58:34.383986,49.2,0.203,101.17,12.17,1.79,Overheating
2026-08-13 06:58:35.383986,47.97,0.24,101.26,12.21,1.81,Overheating
2026-08-13 06:58:36.383986,49.51,0.163,101.31,11.78,1.83,Overheating
2026-08-13 06:58:37.383986,46.78,0.228,102.02,11.74,2.05,Overheating
2026-08-13 06:58:38.383986,54.68,0.202,100.66,12.42,1.74,Overheating
2026-08-13 06:58:39.383986,49.77,0.207,102.65,12.05,1.83,Overheating
2026-08-13 06:58:40.383986,47.86,0.186,100.29,12.01,1.83,Overheating
2026-08-13 06:58:41.383986,46.81,0.25,100.8,11.81,1.88,Overheating
2026-08-13 06:58:42.383986,49.97,0.13,101.63,11.84,2.1,Overheating
2026-08-13 06:58:43.383986,50.91,0.184,100.55,11.98,1.97,Overheating
2026-08-13 06:58:44.383986,49.85,0.191,101.36,11.91,1.86,Overheating
2026-08-13 06:58:45.383986,45.76,0.239,101.6,11.88,2.13,Overheating
2026-08-13 06:58:46.383986,50.14,0.159,102.16,12.06,1.95,Overheating
2026-08-13 06:58:47.383986,49.15,0.218,101.04,12.08,1.67,Overheating
2026-08-13 06:58:48.383986,49.17,0.269,100.53,11.91,1.85,Overheating
2026-08-13 06:58:49.383986,47.65,0.112,101.07,12.02,1.9,Overheating
2026-08-13 06:58:50.383986,49.82,0.202,102.32,11.97,1.83,Overheating
2026-08-13 06:58:51.383986,49.58,0.223,102.71,11.91,1.91,Overheating
2026-08-13 06:58:52.383986,50.86,0.16,101.32,11.78,1.69,Overheating
2026-08-13 06:58:53.383986,50.95,0.185,101.5,12.0,1.79,Overheating
2026-08-13 06:58:54.383986,50.16,0.151,102.69,11.8,1.88,Overheating
2026-08-13 06:58:55.383986,48.2,0.223,100.97,11.92,2.01,Overheating
2026-08-13 06:58:56.383986,50.38,0.221,100.32,11.79,1.92,Overheating
2026-08-13 06:58:57.383986,49.72,0.225,101.22,12.03,1.71,Overheating
2026-08-13 06:58:58.383986,54.17,0.193,102.0,11.87,1.94,Overheating
2026-08-13 06:58:59.383986,47.82,0.218,100.94,12.0,1.99,Overheating
2026-08-13 06:59:00.383986,47.99,0.173,101.76,12.31,1.89,Overheating
2026-08-13 06:59:01.383986,51.68,0.196,103.24,11.74,1.92,Overheating
2026-08-13 06:59:02.383986,47.28,0.1,101.6,12.02,1.88,Overheating
2026-08-13 06:59:03.383986,50.35,0.324,101.04,12.08,1.83,Overheating
2026-08-13 06:59:04.383986,51.19,0.19,100.89,12.27,2.05,Overheating
2026-08-13 06:59:05.383986,50.91,0.108,100.94,12.41,1.89,Overheating
2026-08-13 06:59:06.383986,52.88,0.258,101.52,11.87,1.62,Overheating
2026-08-13 06:59:07.383986,52.07,0.167,101.48,11.81,1.88,Overheating
2026-08-13 06:59:08.383986,50.81,0.211,100.19,12.18,1.84,Overheating
2026-08-13 06:59:09.383986,47.43,0.196,101.33,12.02,2.08,Overheating
2026-08-13 06:59:10.383986,50.34,0.195,100.2,12.12,1.94,Overheating
2026-08-13 06:59:11.383986,50.0,0.124,102.74,11.82,1.85,Overheating
2026-08-13 06:59:12.383986,51.6,0.152,99.81,11.68,2.0,Overheating
2026-08-13 06:59:13.383986,49.82,0.317,100.31,11.86,1.85,Overheating
2026-08-13 06:59:14.383986,51.44,0.181,101.91,11.85,1.75,Overheating
2026-08-13 06:59:15.383986,47.39,0.111,100.78,11.95,1.84,Overheating
2026-08-13 06:59:16.383986,53.51,0.249,100.97,11.73,1.85,Overheating
2026-08-13 06:59:17.383986,49.86,0.174,100.6,11.9,1.87,Overheating
2026-08-13 06:59:18.383986,49.82,0.208,101.66,11.86,2.07,Overheating
2026-08-13 06:59:19.383986,49.16,0.135,101.68,11.88,1.96,Overheating
2026-08-13 06:59:20.383986,46.35,0.256,101.97,11.77,1.75,Overheating
2026-08-13 06:59:21.383986,54.54,0.171,100.47,11.66,1.88,Overheating
2026-08-13 06:59:22.383986,50.77,0.229,99.9,11.77,1.98,Overheating
2026-08-13 06:59:23.383986,53.28,0.137,102.38,12.01,2.06,Overheating
2026-08-13 06:59:24.383986,51.16,0.099,101.15,12.16,1.82,Overheating
2026-08-13 06:59:25.383986,50.56,0.193,98.4,12.25,1.82,Overheating
2026-08-13 06:59:26.383986,52.38,0.197,102.56,12.06,1.9,Overheating
2026-08-13 06:59:27.383986,49.62,0.232,99.43,12.1,1.8,Overheating
2026-08-13 06:59:28.383986,53.94,0.206,101.94,12.01,1.72,Overheating
2026-08-13 06:59:29.383986,49.75,0.227,101.47,12.18,1.98,Overheating
2026-08-13 06:59:30.383986,49.58,0.168,101.4,11.65,2.13,Overheating
2026-08-13 06:59:31.383986,52.43,0.249,99.72,12.19,2.2,Overheating
2026-08-13 06:59:32.383986,48.94,0.231,101.3,11.77,1.99,Overheating
2026-08-13 06:59:33.383986,53.28,0.176,102.47,11.75,1.75,Overheating
2026-08-13 06:59:34.383986,51.92,0.201,100.58,12.12,2.0,Overheating
2026-08-13 06:59:35.383986,53.4,0.195,101.9,11.93,2.18,Overheating
2026-08-13 06:59:36.383986,50.09,0.284,101.33,11.79,2.1,Overheating
2026-08-13 06:59:37.383986,52.01,0.234,102.52,12.05,1.86,Overheating
2026-08-13 06:59:38.383986,53.74,0.2,101.99,11.68,1.99,Overheating
2026-08-13 06:59:39.383986,50.55,0.266,101.92,12.04,1.99,Overheating
2026-08-13 06:59:40.383986,49.86,0.265,103.29,12.06,2.13,Overheating
2026-08-13 06:59:41.383986,50.76,0.168,101.34,12.07,1.89,Overheating
2026-08-13 06:59:42.383986,53.01,0.212,100.3,12.08,2.04,Overheating
2026-08-13 06:59:43.383986,52.31,0.246,100.08,12.07,1.8,Overheating
2026-08-13 06:59:44.383986,49.77,0.175,100.36,11.92,1.91,Overheating
2026-08-13 06:59:45.383986,53.71,0.187,99.71,12.17,1.84,Overheating
2026-08-13 06:59:46.383986,51.95,0.218,101.5,12.16,2.0,Overheating
2026-08-13 06:59:47.383986,50.38,0.287,101.49,11.98,2.06,Overheating
2026-08-13 06:59:48.383986,52.64,0.216,103.79,11.96,1.9,Overheating
2026-08-13 06:59:49.383986,52.41,0.243,99.79,11.71,1.87,Overheating
2026-08-13 06:59:50.383986,48.94,0.183,101.8,11.87,1.77,Overheating
2026-08-13 06:59:51.383986,52.38,0.235,99.61,12.12,2.04,Overheating
2026-08-13 06:59:52.383986,54.19,0.249,103.5,11.95,1.96,Overheating
2026-08-13 06:59:53.383986,51.48,0.2,102.83,11.8,1.84,Overheating
2026-08-13 06:59:54.383986,55.1,0.241,100.94,12.13,1.99,Overheating
2026-08-13 06:59:55.383986,55.39,0.203,102.33,12.4,2.02,Overheating
2026-08-13 06:59:56.383986,52.52,0.229,100.93,12.36,1.97,Overheating
2026-08-13 06:59:57.383986,51.91,0.167,102.4,12.13,1.89,Overheating
2026-08-13 06:59:58.383986,53.64,0.14,101.48,12.07,2.15,Overheating
2026-08-13 06:59:59.383986,50.98,0.149,100.4,11.8,2.11,Overheating
2026-08-13 07:00:00.383986,55.66,0.213,102.52,12.02,1.94,Overheating
2026-08-13 07:00:01.383986,51.93,0.188,99.75,12.04,1.95,Overheating
2026-08-13 07:00:02.383986,54.12,0.204,101.14,11.87,1.96,Overheating
2026-08-13 07:00:03.383986,54.14,0.154,101.39,12.03,1.87,Overheating
2026-08-13 07:00:04.383986,51.52,0.209,100.17,12.05,1.85,Overheating
2026-08-13 07:00:05.383986,54.86,0.294,100.44,12.08,1.87,Overheating
2026-08-13 07:00:06.383986,54.85,0.149,101.78,11.87,1.93,Overheating
2026-08-13 07:00:07.383986,50.74,0.233,100.46,12.08,1.91,Overheating
2026-08-13 07:00:08.383986,52.61,0.206,100.54,12.03,2.14,Overheating
2026-08-13 07:00:09.383986,51.32,0.247,102.8,11.88,1.78,Overheating
2026-08-13 07:00:10.383986,53.51,0.178,103.17,12.01,1.86,Overheating
2026-08-13 07:00:11.383986,50.65,0.244,100.73,12.01,2.07,Overheating
2026-08-13 07:00:12.383986,52.01,0.198,101.28,12.1,2.03,Overheating
2026-08-13 07:00:13.383986,52.57,0.203,100.93,11.78,1.99,Overheating
2026-08-13 07:00:14.383986,56.83,0.165,100.53,11.87,2.05,Overheating
2026-08-13 07:00:15.383986,53.98,0.194,100.38,12.01,1.77,Overheating
2026-08-13 07:00:16.383986,53.41,0.235,100.05,11.77,2.15,Overheating
2026-08-13 07:00:17.383986,51.93,0.245,101.15,11.98,2.02,Overheating
2026-08-13 07:00:18.383986,51.42,0.205,100.92,11.8,2.0,Overheating
2026-08-13 07:00:19.383986,52.7,0.194,100.09,12.24,2.07,Overheating
2026-08-13 07:00:20.383986,55.19,0.188,99.57,12.29,1.96,Overheating
2026-08-13 07:00:21.383986,51.8,0.217,102.47,12.0,2.12,Overheating
2026-08-13 07:00:22.383986,55.5,0.157,100.63,12.14,1.64,Overheating
2026-08-13 07:00:23.383986,53.07,0.143,100.82,11.96,1.92,Overheating
2026-08-13 07:00:24.383986,52.3,0.156,103.59,12.28,1.83,Overheating
2026-08-13 07:00:25.383986,56.6,0.184,101.43,11.99,1.89,Overheating
2026-08-13 07:00:26.383986,55.44,0.205,100.82,11.8,1.86,Overheating
2026-08-13 07:00:27.383986,50.22,0.2,100.1,11.96,2.13,Overheating
2026-08-13 07:00:28.383986,55.94,0.199,101.21,12.28,2.03,Overheating
